region,date,et0_fao_evapotranspiration,temperature_2m_mean,temperature_2m_max,temperature_2m_min,wind_speed_10m_max,wind_gusts_10m_max
Luhansk,2016-04-13,2.86,14.6,20.5,8.5,12.8,23.0
Luhansk,2016-04-14,2.47,14.5,19.0,11.3,22.9,42.1
Luhansk,2016-04-15,2.67,13.9,19.2,10.1,22.3,44.6
Luhansk,2016-04-16,1.54,11.3,13.1,7.9,23.7,43.6
Luhansk,2016-04-17,3.45,12.6,19.4,4.4,18.5,35.6
Luhansk,2016-04-18,4.16,16.0,23.5,9.1,15.5,33.8
Luhansk,2016-04-19,2.46,16.1,20.8,13.3,18.7,50.4
Luhansk,2016-04-20,2.53,13.6,17.7,10.1,19.6,36.7
Luhansk,2016-04-21,2.43,9.9,14.1,5.6,29.5,59.0
Luhansk,2016-04-22,3.18,8.4,12.1,3.8,31.1,56.5
Luhansk,2016-04-23,3.42,11.7,15.9,7.6,32.1,57.6
Luhansk,2016-04-24,3.85,12.6,18.6,5.7,25.9,48.2
Luhansk,2016-04-25,2.57,14.4,18.0,11.5,26.0,49.7
Luhansk,2016-04-26,2.66,14.1,18.7,10.0,20.9,46.4
Luhansk,2016-04-27,1.71,13.0,17.3,9.3,21.1,39.6
Luhansk,2016-04-28,2.14,13.0,16.1,10.1,23.7,46.8
Luhansk,2016-04-29,2.94,13.7,18.4,9.0,9.9,25.2
Luhansk,2016-04-30,2.27,12.3,15.7,8.2,14.0,27.4
Luhansk,2016-05-01,2.49,12.1,15.4,9.3,18.8,37.1
Luhansk,2016-05-02,3.82,11.5,16.8,5.2,21.9,41.4
Luhansk,2016-05-03,3.92,11.7,17.7,4.9,16.3,33.8
Luhansk,2016-05-04,3.32,13.0,18.2,6.3,21.6,42.8
Luhansk,2016-05-05,3.4,14.7,19.2,10.1,13.0,31.0
Luhansk,2016-05-06,2.15,13.9,17.8,11.1,14.4,36.7
Luhansk,2016-05-07,2.59,14.8,19.3,10.2,9.4,29.9
Luhansk,2016-05-08,3.15,15.7,20.8,10.3,10.2,20.9
Luhansk,2016-05-09,4.14,17.2,22.8,11.1,8.8,26.3
Luhansk,2016-05-10,4.4,17.3,23.0,10.1,14.1,33.5
Luhansk,2016-05-11,4.59,18.0,23.1,11.8,22.6,46.8
Luhansk,2016-05-12,2.36,14.3,17.0,11.2,20.3,39.6
Luhansk,2016-05-13,3.16,15.3,20.4,8.3,7.8,17.6
Luhansk,2016-05-14,2.0,15.5,19.8,12.6,22.7,56.9
Luhansk,2016-05-15,3.18,16.2,20.6,12.7,20.0,45.4
Luhansk,2016-05-16,3.61,15.5,19.8,12.0,19.9,40.0
Luhansk,2016-05-17,3.42,16.0,20.7,10.6,10.5,19.8
Luhansk,2016-05-18,2.73,16.2,20.0,12.4,10.9,27.4
Luhansk,2016-05-19,2.6,15.1,19.0,12.0,20.4,37.8
Luhansk,2016-05-20,4.09,13.7,17.8,8.8,23.3,46.4
Luhansk,2016-05-21,3.54,15.3,19.9,10.1,23.8,55.4
Luhansk,2016-05-22,4.0,17.1,21.2,11.3,12.3,25.6
Luhansk,2016-05-23,3.61,16.1,21.3,9.9,13.2,26.3
Luhansk,2016-05-24,3.24,15.7,20.5,9.3,8.3,16.9
Luhansk,2016-05-25,3.93,17.5,22.7,10.0,10.8,14.0
Luhansk,2016-05-26,3.99,18.2,23.4,11.2,11.5,27.0
Luhansk,2016-05-27,4.0,18.9,24.3,12.8,11.7,24.5
Luhansk,2016-05-28,4.78,20.2,25.5,13.7,13.1,27.0
Luhansk,2016-05-29,4.32,21.1,25.2,16.7,12.2,32.8
Luhansk,2016-05-30,2.92,19.6,23.5,16.4,9.1,30.6
Luhansk,2016-05-31,3.73,19.7,23.9,15.8,11.3,25.2
Luhansk,2016-06-01,1.87,16.1,18.7,13.8,20.0,41.0
Luhansk,2016-06-02,3.5,16.1,20.0,13.3,15.3,32.0
Luhansk,2016-06-03,3.99,16.8,21.5,10.4,8.3,21.6
Luhansk,2016-06-04,4.08,17.5,21.8,12.2,11.9,25.9
Luhansk,2016-06-05,4.61,18.5,23.8,11.2,11.9,20.5
Luhansk,2016-06-06,3.84,18.1,23.0,14.4,19.6,48.2
Luhansk,2016-06-07,4.07,14.3,17.3,10.9,19.4,37.8
Luhansk,2016-06-08,3.59,12.3,15.7,7.8,13.7,27.4
Luhansk,2016-06-09,3.14,13.6,17.5,7.0,7.1,18.0
Luhansk,2016-06-10,3.78,16.4,20.2,11.8,10.2,20.2
Luhansk,2016-06-11,3.92,17.0,21.3,11.2,19.5,39.2
Luhansk,2016-06-12,3.29,18.3,21.6,14.4,18.0,41.8
Luhansk,2016-06-13,3.23,19.2,22.9,15.1,12.9,28.4
Luhansk,2016-06-14,4.94,21.8,27.2,15.9,17.9,36.0
Luhansk,2016-06-15,4.41,22.2,26.8,18.4,19.7,40.3
Luhansk,2016-06-16,4.12,22.1,26.6,17.5,7.2,22.3
Luhansk,2016-06-17,4.85,23.1,27.8,17.2,8.9,21.2
Luhansk,2016-06-18,5.08,24.8,29.7,18.4,8.6,16.2
Luhansk,2016-06-19,5.58,26.2,31.3,19.4,9.4,21.2
Luhansk,2016-06-20,5.82,26.3,32.1,20.2,11.2,23.4
Luhansk,2016-06-21,5.95,25.9,30.8,19.8,12.9,27.7
Luhansk,2016-06-22,6.28,26.9,32.5,20.0,14.9,24.1
Luhansk,2016-06-23,5.99,26.0,30.1,21.7,17.1,35.6
Luhansk,2016-06-24,5.61,24.3,28.6,18.4,17.6,36.0
Luhansk,2016-06-25,6.31,24.9,29.5,19.3,14.1,30.6
Luhansk,2016-06-26,6.55,25.7,30.9,19.2,11.1,25.9
Luhansk,2016-06-27,6.45,27.0,32.5,19.2,9.1,23.0
Luhansk,2016-06-28,5.81,28.0,33.0,22.3,11.4,26.6
Luhansk,2016-06-29,5.15,26.8,30.0,24.5,19.9,44.3
Luhansk,2016-06-30,4.44,25.3,29.1,20.9,8.2,22.0
Luhansk,2016-07-01,3.62,23.6,27.9,19.8,17.3,36.0
Luhansk,2016-07-02,6.53,24.7,29.5,19.6,15.3,32.4
Luhansk,2016-07-03,5.55,24.6,28.8,18.0,13.5,28.8
Luhansk,2016-07-04,4.88,25.2,29.6,19.9,9.0,17.6
Luhansk,2016-07-05,5.96,22.4,26.1,19.0,19.7,40.0
Luhansk,2016-07-06,5.66,21.2,25.5,15.4,10.3,21.6
Luhansk,2016-07-07,6.1,23.5,29.4,15.6,19.2,35.3
Luhansk,2016-07-08,5.43,21.3,24.7,17.7,18.8,41.0
Luhansk,2016-07-09,4.87,21.1,25.1,15.9,13.6,30.6
Luhansk,2016-07-10,4.76,22.4,26.9,16.7,9.4,19.4
Luhansk,2016-07-11,4.95,23.0,28.2,16.5,12.3,22.0
Luhansk,2016-07-12,6.01,24.5,30.2,17.6,12.4,27.7
Luhansk,2016-07-13,5.8,26.5,32.4,18.6,8.7,16.9
Luhansk,2016-07-14,6.71,28.3,34.6,20.0,10.8,25.9
Luhansk,2016-07-15,7.63,29.0,35.3,21.1,17.7,36.0
Luhansk,2016-07-16,7.92,30.2,36.9,22.7,18.1,36.7
Luhansk,2016-07-17,8.89,31.4,37.9,24.7,20.6,40.0
Luhansk,2016-07-18,9.46,31.4,36.9,25.8,27.1,50.4
Luhansk,2016-07-19,4.54,26.2,29.4,22.1,18.8,43.6
Luhansk,2016-07-20,3.95,21.8,24.2,19.2,20.4,40.7
Luhansk,2016-07-21,4.06,21.9,26.2,16.2,8.7,18.7
Luhansk,2016-07-22,4.28,21.5,25.8,16.7,22.1,35.3
Luhansk,2016-07-23,4.35,20.6,25.4,16.6,21.3,43.6
Luhansk,2016-07-24,1.79,18.4,20.1,17.1,22.4,42.1
Luhansk,2016-07-25,4.26,21.2,25.7,16.2,14.8,33.8
Luhansk,2016-07-26,4.95,22.9,28.2,16.7,13.2,30.2
Luhansk,2016-07-27,5.29,23.6,28.8,17.1,14.6,32.0
Luhansk,2016-07-28,5.53,24.4,29.9,17.0,10.5,24.5
Luhansk,2016-07-29,4.86,25.3,30.8,18.5,9.5,18.4
Luhansk,2016-07-30,4.88,25.1,30.9,19.1,14.7,28.4
Luhansk,2016-07-31,4.85,26.1,30.8,20.8,8.5,21.6
Luhansk,2016-08-01,5.05,26.5,31.5,20.3,8.1,19.4
Luhansk,2016-08-02,5.02,27.3,32.7,21.0,8.6,23.0
Luhansk,2016-08-03,5.2,27.5,33.3,21.3,14.2,23.0
Luhansk,2016-08-04,4.94,25.3,30.4,20.7,15.9,32.0
Luhansk,2016-08-05,6.35,27.1,33.4,20.9,19.0,40.0
Luhansk,2016-08-06,6.81,28.3,35.1,20.3,16.9,35.6
Luhansk,2016-08-07,5.61,27.7,32.7,22.4,19.1,43.6
Luhansk,2016-08-08,5.6,27.3,32.9,22.5,12.3,33.8
Luhansk,2016-08-09,5.12,26.5,31.0,21.6,12.0,29.2
Luhansk,2016-08-10,5.84,27.0,32.2,21.0,12.5,26.6
Luhansk,2016-08-11,5.36,27.2,32.8,20.5,10.1,20.5
Luhansk,2016-08-12,5.76,27.5,33.3,19.9,11.3,27.0
Luhansk,2016-08-13,5.32,27.5,33.5,21.1,16.3,26.3
Luhansk,2016-08-14,2.37,20.3,22.7,16.3,21.2,41.4
Luhansk,2016-08-15,4.69,21.0,25.7,15.9,25.0,45.4
Luhansk,2016-08-16,4.64,22.2,27.0,16.0,8.9,18.4
Luhansk,2016-08-17,5.57,24.4,30.6,17.0,16.7,34.6
Luhansk,2016-08-18,5.47,25.1,30.2,20.5,22.6,58.0
Luhansk,2016-08-19,4.68,24.0,29.4,18.7,18.8,34.9
Luhansk,2016-08-20,5.48,25.8,32.4,17.8,13.6,25.2
Luhansk,2016-08-21,6.74,28.5,35.6,21.3,19.4,38.5
Luhansk,2016-08-22,8.19,29.6,35.4,22.7,26.9,48.6
Luhansk,2016-08-23,8.24,28.8,33.5,24.9,23.7,46.4
Luhansk,2016-08-24,6.6,27.7,33.0,23.2,21.1,50.0
Luhansk,2016-08-25,2.16,22.3,25.5,19.3,15.5,32.0
Luhansk,2016-08-26,2.17,20.5,24.0,17.8,15.8,29.2
Luhansk,2016-08-27,4.59,22.9,27.8,19.1,16.1,32.8
Luhansk,2016-08-28,4.71,23.4,29.4,16.7,11.6,26.3
Luhansk,2016-08-29,5.26,24.1,30.8,17.1,14.0,28.4
Luhansk,2016-08-30,6.34,25.0,31.6,18.4,16.0,35.6
Luhansk,2016-08-31,2.35,20.2,22.6,17.1,21.2,38.5
Luhansk,2016-09-01,4.4,18.0,21.9,14.6,22.5,45.0
Luhansk,2016-09-02,4.13,18.2,23.5,13.0,16.9,35.3
Luhansk,2016-09-03,2.94,18.6,23.0,13.0,10.9,25.2
Luhansk,2016-09-04,3.58,20.1,25.9,13.5,8.7,19.8
Luhansk,2016-09-05,4.54,21.9,27.9,16.0,10.4,23.4
Luhansk,2016-09-06,4.43,23.0,29.4,15.8,9.9,22.0
Luhansk,2016-09-07,4.23,20.1,24.2,16.3,14.8,33.1
Luhansk,2016-09-08,4.47,19.8,25.5,13.6,18.6,38.2
Luhansk,2016-09-09,4.32,19.4,23.7,15.6,18.7,38.2
Luhansk,2016-09-10,3.73,16.7,21.7,10.7,10.3,24.8
Luhansk,2016-09-11,3.63,16.5,22.0,10.5,12.7,29.9
Luhansk,2016-09-12,3.33,18.6,25.1,11.1,7.2,18.7
Luhansk,2016-09-13,4.79,21.1,27.8,14.0,17.9,36.7
Luhansk,2016-09-14,4.05,16.6,20.0,13.1,16.5,32.4
Luhansk,2016-09-15,3.09,13.8,17.3,9.8,22.3,42.8
Luhansk,2016-09-16,3.18,14.9,18.8,11.4,13.7,30.2
Luhansk,2016-09-17,3.48,15.4,18.9,12.5,20.9,43.6
Luhansk,2016-09-18,2.02,13.1,15.8,10.8,12.2,27.0
Luhansk,2016-09-19,2.13,13.0,16.2,10.1,7.2,18.7
Luhansk,2016-09-20,0.72,11.6,15.2,10.0,19.9,41.8
Luhansk,2016-09-21,1.14,14.1,17.5,10.5,22.0,44.3
Luhansk,2016-09-22,2.35,12.1,15.7,9.1,20.1,40.0
Luhansk,2016-09-23,1.79,12.1,16.5,7.0,10.0,18.4
Luhansk,2016-09-24,2.13,12.1,15.4,9.6,16.6,34.9
Luhansk,2016-09-25,0.81,9.2,10.3,8.3,28.4,52.2
Luhansk,2016-09-26,1.4,10.5,13.2,8.9,22.9,43.9
Luhansk,2016-09-27,0.82,10.2,12.1,8.0,17.6,36.0
Luhansk,2016-09-28,1.12,10.1,11.8,9.1,19.6,37.4
Luhansk,2016-09-29,1.83,10.5,13.6,7.7,12.6,27.7
Luhansk,2016-09-30,1.86,12.0,16.7,8.3,8.9,18.7
Luhansk,2016-10-01,2.44,14.4,20.7,9.8,16.9,33.5
Luhansk,2016-10-02,2.33,14.7,20.9,8.8,14.2,26.3
Luhansk,2016-10-03,1.54,14.7,17.9,10.6,17.4,31.0
Luhansk,2016-10-04,2.12,17.1,21.1,14.2,14.0,29.2
Luhansk,2016-10-05,2.05,17.1,22.9,13.2,15.2,33.8
Luhansk,2016-10-06,0.93,15.0,17.8,11.9,12.3,23.8
Luhansk,2016-10-07,1.63,13.6,18.7,10.0,9.0,18.7
Luhansk,2016-10-08,1.56,14.2,19.7,8.2,22.3,40.7
Luhansk,2016-10-09,1.56,14.8,17.3,12.0,21.4,42.5
Luhansk,2016-10-10,1.82,11.5,13.3,9.4,15.3,31.7
Luhansk,2016-10-11,1.09,10.0,12.5,7.9,13.6,24.5
Luhansk,2016-10-12,2.19,6.8,9.6,4.0,23.9,47.2
Luhansk,2016-10-13,1.67,4.6,7.9,2.2,27.9,52.9
Luhansk,2016-10-14,0.66,5.4,7.6,3.8,19.8,37.4
Luhansk,2016-10-15,1.09,4.3,6.9,2.0,13.9,27.4
Luhansk,2016-10-16,1.27,4.1,8.1,0.7,16.3,32.0
Luhansk,2016-10-17,1.22,3.2,7.2,-0.5,16.8,33.5
Luhansk,2016-10-18,1.15,3.1,6.3,0.6,10.0,23.4
Luhansk,2016-10-19,1.15,3.5,6.2,1.5,14.8,28.8
Luhansk,2016-10-20,1.13,3.6,6.0,1.0,15.6,31.3
Luhansk,2016-10-21,1.13,4.9,6.8,3.6,18.4,33.8
Luhansk,2016-10-22,1.8,4.9,8.0,2.2,28.6,52.6
Luhansk,2016-10-23,1.88,4.2,6.7,2.5,30.4,57.6
Luhansk,2016-10-24,2.03,3.9,8.1,1.2,28.2,51.8
Luhansk,2016-10-25,1.66,-0.0,3.3,-2.9,25.6,49.3
Luhansk,2016-10-26,1.4,-0.7,3.5,-3.6,22.7,44.6
Luhansk,2016-10-27,0.81,-1.3,1.6,-4.1,16.9,34.2
Luhansk,2016-10-28,0.69,0.5,3.0,-1.3,10.1,22.3
Luhansk,2016-10-29,0.75,1.3,3.9,-1.5,23.4,44.6
Luhansk,2016-10-30,0.57,3.4,5.4,1.3,18.4,38.5
Luhansk,2016-10-31,0.38,2.2,4.9,-0.6,15.6,35.3
Luhansk,2016-11-01,0.53,1.3,3.8,-1.1,13.7,26.6
Luhansk,2016-11-02,0.63,0.6,3.4,-1.4,15.9,29.2
Luhansk,2016-11-03,0.42,4.3,7.8,0.4,29.8,53.6
Luhansk,2016-11-04,0.77,4.5,6.8,2.7,20.6,38.2
Luhansk,2016-11-05,1.07,2.8,6.4,-1.2,20.9,40.3
Luhansk,2016-11-06,1.05,1.8,6.8,-3.3,21.0,38.9
Luhansk,2016-11-07,0.92,10.3,13.2,5.2,28.0,51.1
Luhansk,2016-11-08,0.87,12.2,14.5,10.4,28.5,52.2
Luhansk,2016-11-09,0.94,13.1,16.0,10.9,23.4,45.4
Luhansk,2016-11-10,1.78,14.3,18.9,10.9,29.9,55.8
Luhansk,2016-11-11,1.25,6.4,10.6,2.8,27.2,54.0
Luhansk,2016-11-12,0.91,3.5,7.3,1.2,23.9,43.2
Luhansk,2016-11-13,0.89,3.0,7.0,-1.4,27.9,51.1
Luhansk,2016-11-14,0.42,5.4,7.3,3.7,21.9,43.6
Luhansk,2016-11-15,0.32,1.6,4.5,0.4,15.3,28.4
Luhansk,2016-11-16,0.6,-0.0,1.2,-1.9,16.9,32.4
Luhansk,2016-11-17,0.5,-2.5,-1.3,-3.4,14.8,27.4
Luhansk,2016-11-18,0.34,-2.3,-0.3,-3.4,7.9,11.9
Luhansk,2016-11-19,0.63,-1.3,2.4,-3.0,18.2,31.3
Luhansk,2016-11-20,0.69,-1.4,1.0,-3.0,26.3,45.7
Luhansk,2016-11-21,0.84,-3.2,-1.5,-4.7,28.8,55.4
Luhansk,2016-11-22,1.08,-3.8,-0.4,-5.7,27.5,49.0
Luhansk,2016-11-23,1.04,-4.6,-0.5,-7.0,21.9,42.1
Luhansk,2016-11-24,0.66,-2.3,3.3,-5.4,16.3,32.0
Luhansk,2016-11-25,0.36,-1.7,-0.7,-3.0,14.5,28.8
Luhansk,2016-11-26,0.48,-1.6,0.1,-3.4,18.1,34.6
Luhansk,2016-11-27,0.67,1.1,5.2,-2.1,26.5,50.4
Luhansk,2016-11-28,0.23,4.9,7.5,0.7,26.7,49.0
Luhansk,2016-11-29,0.43,-1.3,0.6,-3.8,15.5,31.3
Luhansk,2016-11-30,0.37,-3.7,-1.3,-6.8,10.2,22.0
Luhansk,2016-12-01,0.46,-4.8,-1.7,-7.6,13.3,27.0
Luhansk,2016-12-02,0.38,-2.9,0.2,-4.6,10.4,19.8
Luhansk,2016-12-03,0.29,-2.0,0.0,-3.4,29.4,55.1
Luhansk,2016-12-04,0.59,-2.9,-1.3,-3.8,32.4,59.0
Luhansk,2016-12-05,0.47,-5.3,-3.8,-6.7,23.7,42.1
Luhansk,2016-12-06,0.87,-2.1,1.2,-6.1,29.9,57.6
Luhansk,2016-12-07,0.4,-8.4,-2.4,-11.7,23.4,45.0
Luhansk,2016-12-08,0.62,-6.8,-0.8,-11.2,32.2,59.0
Luhansk,2016-12-09,0.18,2.0,3.1,-0.6,30.8,61.9
Luhansk,2016-12-10,0.14,2.8,3.3,2.4,21.5,39.6
Luhansk,2016-12-11,0.37,-0.6,3.1,-3.7,20.7,38.9
Luhansk,2016-12-12,0.33,-0.4,5.1,-5.1,28.4,51.8
Luhansk,2016-12-13,0.51,-8.6,-5.4,-11.0,21.3,41.4
Luhansk,2016-12-14,0.44,-7.2,-4.2,-10.4,15.5,27.7
Luhansk,2016-12-15,0.33,-4.3,-2.7,-6.1,18.3,34.9
Luhansk,2016-12-16,0.26,-10.7,-6.0,-12.5,18.3,36.0
Luhansk,2016-12-17,0.24,-11.8,-9.7,-13.3,13.0,20.9
Luhansk,2016-12-18,0.25,-5.3,-2.8,-9.4,18.7,36.0
Luhansk,2016-12-19,0.3,-2.7,-1.8,-3.3,22.2,41.8
Luhansk,2016-12-20,0.32,-3.7,-0.7,-10.7,21.4,40.0
Luhansk,2016-12-21,0.3,-12.9,-7.6,-20.2,16.6,31.0
Luhansk,2016-12-22,0.27,-4.6,-1.5,-7.4,12.2,22.3
Luhansk,2016-12-23,0.26,-3.3,-1.0,-5.5,10.0,20.2
Luhansk,2016-12-24,0.19,-4.1,-1.4,-8.3,14.3,27.0
Luhansk,2016-12-25,0.19,-3.5,-2.6,-4.4,8.2,15.1
Luhansk,2016-12-26,0.24,-4.3,-1.4,-7.5,13.0,23.4
Luhansk,2016-12-27,0.32,-1.1,0.7,-3.9,29.5,49.7
Luhansk,2016-12-28,0.27,-0.0,1.3,-1.2,19.0,36.7
Luhansk,2016-12-29,0.27,-1.0,1.1,-3.9,13.3,24.1
Luhansk,2016-12-30,0.26,-3.0,-1.1,-4.2,12.0,24.8
Luhansk,2016-12-31,0.18,-4.7,-3.4,-6.4,8.0,17.3
Luhansk,2017-01-01,0.23,-4.5,-1.9,-6.5,15.6,28.4
Luhansk,2017-01-02,0.26,-1.8,-0.3,-3.3,21.6,40.7
Luhansk,2017-01-03,0.39,-0.6,1.8,-2.5,23.3,43.6
Luhansk,2017-01-04,0.58,-2.4,0.4,-4.8,23.6,43.9
Luhansk,2017-01-05,0.2,1.4,3.3,-2.6,25.1,46.8
Luhansk,2017-01-06,0.16,0.4,2.0,-0.8,20.2,49.3
Luhansk,2017-01-07,0.35,1.0,3.8,-2.6,18.0,35.6
Luhansk,2017-01-08,0.2,-0.9,0.9,-2.6,12.9,23.4
Luhansk,2017-01-09,0.19,-1.6,-0.6,-3.4,14.8,29.2
Luhansk,2017-01-10,0.23,-3.0,-1.9,-4.1,9.0,18.4
Luhansk,2017-01-11,0.42,-2.3,-0.2,-4.8,16.5,30.2
Luhansk,2017-01-12,0.48,0.9,4.2,-3.6,23.6,44.6
Luhansk,2017-01-13,0.37,-2.6,0.1,-5.2,27.1,49.7
Luhansk,2017-01-14,0.64,-1.2,3.0,-5.7,24.1,45.0
Luhansk,2017-01-15,0.53,-0.1,1.8,-0.9,24.0,44.3
Luhansk,2017-01-16,0.2,0.2,0.8,-1.0,13.8,26.6
Luhansk,2017-01-17,0.22,-0.9,0.0,-1.9,13.2,25.6
Luhansk,2017-01-18,0.3,-4.3,-2.2,-6.9,16.9,31.3
Luhansk,2017-01-19,0.28,-8.8,-6.3,-13.5,11.9,22.0
Luhansk,2017-01-20,0.26,-9.9,-6.0,-14.5,19.6,36.4
Luhansk,2017-01-21,0.27,-3.8,-0.8,-6.2,23.4,42.8
Luhansk,2017-01-22,0.4,-5.6,-0.2,-8.4,24.0,46.1
Luhansk,2017-01-23,0.34,-2.7,-0.8,-4.8,23.5,42.8
Luhansk,2017-01-24,0.46,-3.3,-0.5,-6.7,17.5,32.8
Luhansk,2017-01-25,0.3,-3.6,-1.5,-6.2,15.1,29.5
Luhansk,2017-01-26,0.25,-9.5,-4.3,-19.8,20.8,37.8
Luhansk,2017-01-27,0.29,-16.3,-10.4,-22.9,9.5,18.7
Luhansk,2017-01-28,0.28,-11.0,-5.2,-17.0,11.9,23.4
Luhansk,2017-01-29,0.27,-14.9,-5.6,-19.0,20.5,36.7
Luhansk,2017-01-30,0.23,-21.0,-16.7,-26.0,10.6,19.1
Luhansk,2017-01-31,0.26,-19.9,-14.4,-23.5,10.4,15.8
Luhansk,2017-02-01,0.35,-12.7,-7.8,-20.7,16.5,29.5
Luhansk,2017-02-02,0.35,-7.0,-4.0,-8.9,17.1,34.6
Luhansk,2017-02-03,0.49,-6.8,-4.2,-9.6,16.4,28.8
Luhansk,2017-02-04,0.29,-0.4,2.8,-5.4,24.1,44.3
Luhansk,2017-02-05,0.36,-0.3,2.1,-2.4,17.7,32.8
Luhansk,2017-02-06,0.3,-7.3,-2.8,-13.1,16.8,32.0
Luhansk,2017-02-07,0.37,-13.9,-11.4,-16.2,19.0,36.7
Luhansk,2017-02-08,0.38,-17.5,-13.1,-21.0,15.1,31.0
Luhansk,2017-02-09,0.38,-17.3,-11.7,-21.9,8.6,20.2
Luhansk,2017-02-10,0.31,-12.4,-8.6,-19.8,8.8,19.4
Luhansk,2017-02-11,0.39,-7.3,-2.0,-13.2,15.9,31.0
Luhansk,2017-02-12,0.53,-7.3,-3.2,-13.1,10.7,18.0
Luhansk,2017-02-13,0.46,-5.4,-1.5,-10.1,10.4,20.2
Luhansk,2017-02-14,0.44,-6.0,-4.8,-7.7,26.9,50.4
Luhansk,2017-02-15,0.55,-2.6,-0.9,-5.8,26.8,49.7
Luhansk,2017-02-16,0.56,-7.8,-5.2,-14.9,20.5,37.4
Luhansk,2017-02-17,0.56,-11.7,-4.3,-21.0,20.3,36.4
Luhansk,2017-02-18,0.68,-1.3,1.8,-4.5,20.1,37.1
Luhansk,2017-02-19,0.49,0.6,2.5,-1.5,14.3,25.6
Luhansk,2017-02-20,0.71,0.1,4.3,-5.1,15.2,28.4
Luhansk,2017-02-21,0.9,1.8,7.1,-2.8,32.1,59.8
Luhansk,2017-02-22,0.53,2.5,4.7,1.2,26.7,50.4
Luhansk,2017-02-23,0.34,2.6,5.4,0.8,33.5,62.3
Luhansk,2017-02-24,0.97,4.4,9.1,-0.6,31.4,58.7
Luhansk,2017-02-25,0.55,4.6,8.7,-1.5,25.9,48.6
Luhansk,2017-02-26,1.17,-0.9,2.7,-3.9,28.7,56.5
Luhansk,2017-02-27,0.89,1.6,4.5,-1.8,26.6,51.5
Luhansk,2017-02-28,1.01,4.6,9.6,1.5,13.5,25.9
Luhansk,2017-03-01,1.83,5.4,12.1,0.2,18.6,36.7
Luhansk,2017-03-02,1.34,5.5,10.9,1.8,20.9,41.8
Luhansk,2017-03-03,1.17,5.2,12.1,0.6,13.4,28.8
Luhansk,2017-03-04,1.49,4.3,9.9,-0.4,13.5,30.6
Luhansk,2017-03-05,2.12,5.6,11.9,0.5,24.3,47.9
Luhansk,2017-03-06,2.07,6.6,13.5,0.9,19.3,38.5
Luhansk,2017-03-07,1.75,5.0,10.7,0.0,18.5,38.9
Luhansk,2017-03-08,2.09,5.8,12.1,0.4,24.1,46.4
Luhansk,2017-03-09,2.64,6.0,12.6,0.0,28.4,54.7
Luhansk,2017-03-10,2.86,6.4,11.7,1.2,26.9,52.2
Luhansk,2017-03-11,2.62,5.2,10.1,0.8,30.0,58.0
Luhansk,2017-03-12,2.29,3.6,7.8,-0.6,24.8,47.5
Luhansk,2017-03-13,2.12,4.8,10.2,1.7,22.4,44.6
Luhansk,2017-03-14,1.3,2.9,5.8,-0.6,16.9,34.9
Luhansk,2017-03-15,1.94,5.6,10.6,1.4,14.2,30.2
Luhansk,2017-03-16,0.92,4.8,8.6,0.2,14.1,28.4
Luhansk,2017-03-17,1.12,4.6,9.6,0.5,11.8,26.6
Luhansk,2017-03-18,1.19,3.1,9.1,-2.5,14.2,30.2
Luhansk,2017-03-19,0.72,4.5,6.2,1.4,29.7,57.6
Luhansk,2017-03-20,0.79,5.8,8.1,4.0,22.9,46.4
Luhansk,2017-03-21,1.74,5.0,9.1,1.1,11.2,21.2
Luhansk,2017-03-22,1.93,7.7,14.0,3.2,21.6,43.9
Luhansk,2017-03-23,2.29,7.8,14.6,-0.3,12.0,21.2
Luhansk,2017-03-24,1.99,10.3,16.1,6.8,20.1,42.1
Luhansk,2017-03-25,1.94,6.4,8.9,0.1,24.2,46.8
Luhansk,2017-03-26,1.62,3.5,7.4,0.6,14.2,32.4
Luhansk,2017-03-27,1.19,2.3,5.2,-0.6,31.4,62.3
Luhansk,2017-03-28,2.02,5.9,11.2,0.6,36.7,73.4
Luhansk,2017-03-29,2.84,6.0,12.8,0.4,30.4,59.4
Luhansk,2017-03-30,2.25,6.9,11.9,0.1,33.5,65.2
Luhansk,2017-03-31,2.34,0.9,5.6,-5.3,15.1,32.0
Luhansk,2017-04-01,1.5,3.7,7.3,1.5,19.3,37.8
Luhansk,2017-04-02,2.76,5.9,13.6,-3.2,16.8,32.4
Luhansk,2017-04-03,3.73,11.6,19.5,4.7,18.9,38.5
Luhansk,2017-04-04,2.78,10.9,16.6,5.8,19.3,39.2
Luhansk,2017-04-05,2.44,7.4,12.8,3.3,16.5,33.5
Luhansk,2017-04-06,2.01,7.5,12.4,2.6,19.7,41.0
Luhansk,2017-04-07,3.34,11.8,19.1,4.6,17.4,31.7
Luhansk,2017-04-08,2.79,10.8,15.2,8.1,19.4,38.5
Luhansk,2017-04-09,0.78,8.3,10.6,7.1,10.7,36.4
Luhansk,2017-04-10,1.86,10.9,15.3,6.7,10.5,19.1
Luhansk,2017-04-11,2.72,11.1,16.5,6.2,19.7,38.2
Luhansk,2017-04-12,2.53,8.7,15.8,4.1,29.7,59.0
Luhansk,2017-04-13,3.26,8.9,17.0,1.1,17.6,36.0
Luhansk,2017-04-14,2.62,10.1,17.2,4.7,23.3,45.4
Luhansk,2017-04-15,2.1,7.6,11.1,4.8,31.1,69.5
Luhansk,2017-04-16,3.84,10.6,17.4,3.5,28.8,55.1
