region,date,et0_fao_evapotranspiration,temperature_2m_mean,temperature_2m_max,temperature_2m_min,wind_speed_10m_max,wind_gusts_10m_max
Vinnytsia,2015-12-20,0.3,4.5,6.6,2.6,14.8,29.2
Vinnytsia,2015-12-21,0.52,4.0,8.3,1.3,14.9,27.7
Vinnytsia,2015-12-22,1.04,5.9,7.9,4.1,30.3,64.1
Vinnytsia,2015-12-23,0.73,7.0,9.6,4.4,20.3,42.5
Vinnytsia,2015-12-24,0.83,6.1,8.3,0.6,20.2,41.4
Vinnytsia,2015-12-25,0.3,1.2,5.0,-1.7,16.9,31.7
Vinnytsia,2015-12-26,0.54,5.4,9.3,2.3,24.9,48.2
Vinnytsia,2015-12-27,0.93,8.6,10.1,6.3,30.0,56.2
Vinnytsia,2015-12-28,0.4,5.5,7.0,-0.5,17.4,37.1
Vinnytsia,2015-12-29,0.74,-3.4,-1.6,-4.4,18.9,38.9
Vinnytsia,2015-12-30,0.61,-5.7,-4.3,-7.4,19.1,40.0
Vinnytsia,2015-12-31,0.49,-7.6,-5.9,-8.5,15.9,31.0
Vinnytsia,2016-01-01,0.58,-8.0,-6.4,-10.8,14.1,29.5
Vinnytsia,2016-01-02,0.42,-12.4,-11.3,-13.7,13.0,27.7
Vinnytsia,2016-01-03,0.31,-13.4,-11.7,-14.5,9.4,20.9
Vinnytsia,2016-01-04,0.38,-12.9,-9.4,-16.0,14.0,29.5
Vinnytsia,2016-01-05,0.28,-9.1,-6.6,-11.5,12.8,28.1
Vinnytsia,2016-01-06,0.24,-7.3,-3.2,-11.1,13.5,25.9
Vinnytsia,2016-01-07,0.24,-3.9,-2.4,-5.1,18.5,37.8
Vinnytsia,2016-01-08,0.27,-5.5,-4.1,-6.6,19.6,40.0
Vinnytsia,2016-01-09,0.38,-2.3,1.2,-6.0,15.3,27.4
Vinnytsia,2016-01-10,0.22,-3.3,0.0,-6.9,19.8,39.2
Vinnytsia,2016-01-11,0.24,0.0,1.3,-0.9,19.8,39.2
Vinnytsia,2016-01-12,0.28,3.0,4.3,1.1,23.2,44.3
Vinnytsia,2016-01-13,0.33,1.5,2.5,-0.4,17.7,35.3
Vinnytsia,2016-01-14,0.36,-1.3,0.8,-2.6,15.0,31.0
Vinnytsia,2016-01-15,0.38,-2.8,0.3,-8.1,21.7,42.5
Vinnytsia,2016-01-16,0.46,-0.3,1.0,-3.8,23.4,43.9
Vinnytsia,2016-01-17,0.4,-7.8,-4.5,-9.3,20.2,40.0
Vinnytsia,2016-01-18,0.34,-8.4,-7.2,-9.4,24.0,49.0
Vinnytsia,2016-01-19,0.44,-6.7,-4.7,-7.6,23.1,47.2
Vinnytsia,2016-01-20,0.36,-7.7,-5.1,-10.6,11.6,23.8
Vinnytsia,2016-01-21,0.36,-8.7,-3.4,-14.2,14.5,28.4
Vinnytsia,2016-01-22,0.38,-7.9,-6.1,-11.4,21.9,42.1
Vinnytsia,2016-01-23,0.32,-8.8,-4.5,-12.6,14.0,28.4
Vinnytsia,2016-01-24,0.33,-12.1,-8.5,-14.9,11.6,18.4
Vinnytsia,2016-01-25,0.22,-7.3,-0.9,-14.6,15.2,30.2
Vinnytsia,2016-01-26,0.27,-1.4,-0.8,-2.2,13.9,25.9
Vinnytsia,2016-01-27,0.29,1.5,4.4,-1.8,16.9,33.1
Vinnytsia,2016-01-28,0.44,4.4,6.7,2.6,19.8,38.9
Vinnytsia,2016-01-29,0.68,2.1,6.2,-0.7,20.1,38.5
Vinnytsia,2016-01-30,0.81,1.6,5.9,-2.2,15.6,31.0
Vinnytsia,2016-01-31,0.65,2.3,7.1,0.3,25.3,49.7
Vinnytsia,2016-02-01,0.74,0.5,4.4,-1.5,17.5,37.4
Vinnytsia,2016-02-02,0.44,2.6,7.8,-2.0,19.2,38.2
Vinnytsia,2016-02-03,0.76,5.6,10.1,3.3,21.9,43.9
Vinnytsia,2016-02-04,0.43,1.4,3.1,-1.2,16.1,30.2
Vinnytsia,2016-02-05,0.66,-0.6,2.2,-2.8,17.8,36.7
Vinnytsia,2016-02-06,0.56,-2.2,0.8,-6.2,15.1,33.1
Vinnytsia,2016-02-07,0.93,-1.6,3.1,-5.7,19.1,37.8
Vinnytsia,2016-02-08,0.98,0.7,5.0,-1.8,21.8,45.7
Vinnytsia,2016-02-09,0.69,2.1,6.3,-0.1,20.3,46.1
Vinnytsia,2016-02-10,0.67,3.9,7.5,1.2,29.5,58.7
Vinnytsia,2016-02-11,0.61,4.2,5.6,0.9,29.2,59.0
Vinnytsia,2016-02-12,1.04,1.9,6.9,-1.9,14.5,28.4
Vinnytsia,2016-02-13,0.3,0.8,2.6,-0.6,21.2,40.3
Vinnytsia,2016-02-14,0.39,3.0,6.5,0.8,18.8,40.7
Vinnytsia,2016-02-15,1.17,6.8,13.7,1.1,16.3,32.4
Vinnytsia,2016-02-16,0.6,7.6,10.1,5.2,20.4,42.8
Vinnytsia,2016-02-17,0.99,3.3,5.5,0.5,13.5,25.9
Vinnytsia,2016-02-18,1.68,1.6,5.9,-1.2,18.9,41.0
Vinnytsia,2016-02-19,1.48,1.7,5.1,-0.1,18.6,35.6
Vinnytsia,2016-02-20,0.58,-0.9,-0.0,-1.6,19.1,38.5
Vinnytsia,2016-02-21,0.6,0.1,2.8,-1.9,17.2,37.4
Vinnytsia,2016-02-22,0.74,5.4,11.5,1.8,21.8,43.6
Vinnytsia,2016-02-23,0.92,7.5,12.6,3.9,14.3,26.6
Vinnytsia,2016-02-24,0.35,3.8,6.2,0.5,18.1,39.2
Vinnytsia,2016-02-25,1.14,1.2,5.1,-0.9,15.5,33.5
Vinnytsia,2016-02-26,0.65,1.9,4.3,-0.3,14.8,32.8
Vinnytsia,2016-02-27,0.94,0.8,3.8,-1.6,12.6,27.4
Vinnytsia,2016-02-28,0.66,2.1,5.5,-1.6,16.3,37.1
Vinnytsia,2016-02-29,0.34,5.4,7.1,4.1,15.0,32.8
Vinnytsia,2016-03-01,0.41,6.6,9.5,4.6,16.3,40.7
Vinnytsia,2016-03-02,0.86,4.6,6.1,2.5,16.2,32.8
Vinnytsia,2016-03-03,0.75,3.0,6.3,0.1,14.3,27.4
Vinnytsia,2016-03-04,0.74,2.0,4.7,0.6,15.5,31.3
Vinnytsia,2016-03-05,1.4,2.9,8.4,-1.3,8.7,16.6
Vinnytsia,2016-03-06,1.25,5.1,10.2,1.0,22.6,47.2
Vinnytsia,2016-03-07,1.56,8.3,14.1,5.0,23.4,51.1
Vinnytsia,2016-03-08,1.82,9.2,13.8,5.8,23.5,48.2
Vinnytsia,2016-03-09,0.65,8.0,10.3,6.2,8.9,16.2
Vinnytsia,2016-03-10,1.92,8.6,13.3,5.1,16.9,38.2
Vinnytsia,2016-03-11,0.78,5.1,6.9,3.2,13.7,29.5
Vinnytsia,2016-03-12,1.01,6.0,9.0,3.8,11.6,26.3
Vinnytsia,2016-03-13,0.94,3.2,4.6,2.0,20.5,43.6
Vinnytsia,2016-03-14,1.42,1.9,3.9,0.2,22.6,46.4
Vinnytsia,2016-03-15,1.17,0.8,3.1,-0.9,14.0,29.9
Vinnytsia,2016-03-16,1.58,1.0,4.9,-1.5,15.1,31.7
Vinnytsia,2016-03-17,1.01,2.8,5.2,0.5,20.8,41.8
Vinnytsia,2016-03-18,1.54,5.9,9.3,3.8,27.6,53.6
Vinnytsia,2016-03-19,1.7,-0.5,3.8,-3.2,25.0,52.2
Vinnytsia,2016-03-20,1.98,2.1,7.0,-2.4,26.8,63.0
Vinnytsia,2016-03-21,1.35,3.4,7.5,0.3,14.6,40.0
Vinnytsia,2016-03-22,1.49,2.8,9.5,-2.8,15.6,45.0
Vinnytsia,2016-03-23,1.22,3.9,7.2,1.5,14.7,25.2
Vinnytsia,2016-03-24,0.93,2.4,4.9,0.4,24.9,48.6
Vinnytsia,2016-03-25,1.11,0.0,2.1,-2.2,19.0,40.7
Vinnytsia,2016-03-26,1.73,2.7,6.1,-0.2,10.6,27.7
Vinnytsia,2016-03-27,1.99,2.8,7.9,-2.2,9.7,22.7
Vinnytsia,2016-03-28,2.39,3.4,9.3,-2.3,9.1,24.5
Vinnytsia,2016-03-29,2.28,5.7,11.6,-1.4,11.7,25.9
Vinnytsia,2016-03-30,2.47,7.7,12.8,2.4,17.7,44.3
Vinnytsia,2016-03-31,2.21,10.9,16.1,6.3,15.1,48.2
Vinnytsia,2016-04-01,3.21,11.5,21.0,3.5,30.2,61.2
Vinnytsia,2016-04-02,2.09,4.7,7.6,2.2,32.0,65.2
Vinnytsia,2016-04-03,2.72,6.2,11.9,-0.6,10.3,23.8
Vinnytsia,2016-04-04,2.91,8.8,16.4,0.9,10.4,26.3
Vinnytsia,2016-04-05,3.0,11.4,18.9,3.0,13.1,30.6
Vinnytsia,2016-04-06,3.29,13.8,21.0,7.1,12.9,26.6
Vinnytsia,2016-04-07,2.96,15.2,21.3,8.0,10.8,22.7
Vinnytsia,2016-04-08,4.06,16.3,23.8,9.6,18.0,38.2
Vinnytsia,2016-04-09,3.99,16.1,20.7,11.9,20.6,47.9
Vinnytsia,2016-04-10,3.42,15.9,21.9,9.9,12.3,22.7
Vinnytsia,2016-04-11,2.18,14.5,16.9,11.2,12.7,33.8
Vinnytsia,2016-04-12,2.21,14.1,18.3,10.2,5.5,18.0
Vinnytsia,2016-04-13,2.32,13.1,17.4,9.0,11.0,36.4
Vinnytsia,2016-04-14,3.27,13.7,19.9,6.9,7.1,23.4
Vinnytsia,2016-04-15,1.28,9.0,12.0,6.8,27.5,57.2
Vinnytsia,2016-04-16,3.17,11.7,18.4,4.6,18.5,40.3
Vinnytsia,2016-04-17,4.54,17.2,23.4,11.0,17.9,36.0
Vinnytsia,2016-04-18,4.11,17.5,23.8,12.3,18.9,50.0
Vinnytsia,2016-04-19,2.58,11.8,15.1,9.1,14.3,31.7
Vinnytsia,2016-04-20,2.77,9.4,11.6,6.7,22.1,45.0
Vinnytsia,2016-04-21,2.54,6.6,9.6,4.0,28.3,58.0
Vinnytsia,2016-04-22,3.85,10.3,16.5,3.6,27.5,57.6
Vinnytsia,2016-04-23,3.17,9.7,14.5,4.6,12.9,22.7
Vinnytsia,2016-04-24,3.79,13.1,18.2,8.4,16.9,38.9
Vinnytsia,2016-04-25,2.79,11.9,17.2,7.3,15.9,31.3
Vinnytsia,2016-04-26,1.03,5.8,7.7,4.2,14.7,33.5
Vinnytsia,2016-04-27,3.45,8.8,14.3,2.1,8.1,23.4
Vinnytsia,2016-04-28,3.51,10.8,17.4,3.1,12.2,31.3
Vinnytsia,2016-04-29,3.64,12.7,19.0,6.2,11.5,24.1
Vinnytsia,2016-04-30,3.7,14.4,19.6,7.8,9.4,22.3
Vinnytsia,2016-05-01,4.14,14.1,18.9,8.2,12.8,29.9
Vinnytsia,2016-05-02,4.08,14.1,18.8,9.0,14.3,31.3
Vinnytsia,2016-05-03,3.97,14.5,18.8,9.4,17.5,37.4
Vinnytsia,2016-05-04,4.09,14.1,17.9,9.1,22.9,49.7
Vinnytsia,2016-05-05,4.14,14.4,19.9,9.6,15.0,37.4
Vinnytsia,2016-05-06,3.5,12.2,16.3,8.4,18.1,43.2
Vinnytsia,2016-05-07,2.93,11.4,15.7,5.3,12.4,28.8
Vinnytsia,2016-05-08,2.19,12.8,17.3,10.0,9.7,23.4
Vinnytsia,2016-05-09,3.6,14.1,19.4,7.7,11.4,30.6
Vinnytsia,2016-05-10,3.35,14.5,20.2,8.5,7.6,27.4
Vinnytsia,2016-05-11,3.1,14.3,20.0,9.0,8.3,29.5
Vinnytsia,2016-05-12,3.12,14.7,19.1,9.6,7.7,20.2
Vinnytsia,2016-05-13,2.78,14.8,20.1,10.1,20.0,41.4
Vinnytsia,2016-05-14,2.82,15.1,19.6,12.0,15.9,31.3
Vinnytsia,2016-05-15,2.8,13.8,18.2,9.1,22.3,49.0
Vinnytsia,2016-05-16,1.59,10.3,12.9,7.6,10.8,26.3
Vinnytsia,2016-05-17,2.74,10.5,14.5,7.2,16.5,33.8
Vinnytsia,2016-05-18,2.39,9.3,12.8,5.0,9.6,22.3
Vinnytsia,2016-05-19,2.9,9.2,13.5,3.6,11.5,31.0
Vinnytsia,2016-05-20,3.84,12.3,17.2,6.7,20.5,44.6
Vinnytsia,2016-05-21,4.34,15.0,19.8,9.7,18.5,41.8
Vinnytsia,2016-05-22,4.3,15.9,20.8,10.1,13.2,32.0
Vinnytsia,2016-05-23,3.42,16.1,20.4,10.3,11.5,27.0
Vinnytsia,2016-05-24,3.85,16.7,20.7,11.7,10.2,20.5
Vinnytsia,2016-05-25,2.15,15.0,18.3,12.2,9.2,30.2
Vinnytsia,2016-05-26,3.66,16.6,21.4,11.6,13.8,35.3
Vinnytsia,2016-05-27,3.63,18.0,23.3,12.8,10.5,28.4
Vinnytsia,2016-05-28,4.12,18.9,24.5,13.8,16.7,40.7
Vinnytsia,2016-05-29,3.89,19.4,24.1,15.1,8.6,24.8
Vinnytsia,2016-05-30,2.57,18.2,22.0,14.9,9.8,26.3
Vinnytsia,2016-05-31,3.96,19.1,24.2,13.3,8.1,19.4
Vinnytsia,2016-06-01,2.2,18.1,21.3,14.4,13.7,33.8
Vinnytsia,2016-06-02,4.4,17.2,20.5,14.1,20.2,43.2
Vinnytsia,2016-06-03,4.02,17.0,20.5,13.4,19.4,41.8
Vinnytsia,2016-06-04,3.24,17.4,21.1,12.7,9.0,17.3
Vinnytsia,2016-06-05,4.57,18.8,23.9,14.4,12.9,31.0
Vinnytsia,2016-06-06,4.27,15.7,18.0,12.4,20.6,45.0
Vinnytsia,2016-06-07,3.96,12.4,15.4,8.5,17.6,38.5
Vinnytsia,2016-06-08,3.13,13.2,16.8,8.0,11.5,27.4
Vinnytsia,2016-06-09,4.54,16.5,20.9,11.8,14.4,33.1
Vinnytsia,2016-06-10,3.53,16.8,21.2,13.1,13.8,33.5
Vinnytsia,2016-06-11,3.26,16.6,20.6,13.5,16.5,41.4
Vinnytsia,2016-06-12,3.06,15.2,18.9,10.3,8.0,16.2
Vinnytsia,2016-06-13,2.98,15.5,18.9,11.8,15.9,34.6
Vinnytsia,2016-06-14,2.6,17.3,22.6,13.7,16.6,45.4
Vinnytsia,2016-06-15,2.62,18.3,21.4,15.6,11.9,22.0
Vinnytsia,2016-06-16,4.51,19.6,24.5,13.4,13.8,32.8
Vinnytsia,2016-06-17,6.4,23.4,30.1,16.0,27.1,55.8
Vinnytsia,2016-06-18,4.61,23.8,28.1,18.5,12.2,29.9
Vinnytsia,2016-06-19,3.61,21.7,25.9,17.3,11.2,22.7
Vinnytsia,2016-06-20,5.84,24.8,30.3,19.9,20.7,44.3
Vinnytsia,2016-06-21,6.22,26.6,32.3,21.1,16.1,37.4
Vinnytsia,2016-06-22,4.72,24.6,30.3,19.7,18.5,45.0
Vinnytsia,2016-06-23,4.2,24.5,27.8,20.6,17.3,29.5
Vinnytsia,2016-06-24,4.07,23.8,27.4,19.8,9.1,22.0
Vinnytsia,2016-06-25,5.32,23.5,28.1,18.2,12.2,26.6
Vinnytsia,2016-06-26,4.96,24.2,28.6,19.6,13.8,31.3
Vinnytsia,2016-06-27,4.54,24.7,28.8,20.4,9.7,16.6
Vinnytsia,2016-06-28,4.09,23.1,27.2,20.2,17.1,37.1
Vinnytsia,2016-06-29,3.78,22.1,24.9,19.1,16.3,38.9
Vinnytsia,2016-06-30,5.03,22.8,26.7,18.8,18.4,41.0
Vinnytsia,2016-07-01,4.97,23.3,28.0,17.5,10.8,26.3
Vinnytsia,2016-07-02,5.01,24.5,29.1,19.1,7.2,19.1
Vinnytsia,2016-07-03,5.08,24.1,29.0,19.9,11.3,26.3
Vinnytsia,2016-07-04,3.75,19.1,22.4,16.8,19.0,41.4
Vinnytsia,2016-07-05,3.95,18.2,21.7,13.2,11.1,28.1
Vinnytsia,2016-07-06,4.73,19.9,25.2,15.7,18.3,41.8
Vinnytsia,2016-07-07,4.16,16.8,19.5,13.4,25.8,54.0
Vinnytsia,2016-07-08,4.41,17.3,20.5,13.8,18.1,41.8
Vinnytsia,2016-07-09,3.46,17.3,24.2,12.5,13.6,34.6
Vinnytsia,2016-07-10,3.37,17.6,21.5,14.4,15.4,37.4
Vinnytsia,2016-07-11,4.71,20.5,26.1,13.8,8.9,20.5
Vinnytsia,2016-07-12,6.34,24.4,30.4,18.4,14.8,31.3
Vinnytsia,2016-07-13,6.8,24.5,29.8,19.2,19.1,42.1
Vinnytsia,2016-07-14,6.88,24.9,30.9,18.8,21.0,47.2
Vinnytsia,2016-07-15,5.47,22.0,24.7,19.6,18.4,39.6
Vinnytsia,2016-07-16,5.93,22.3,28.2,17.0,18.4,38.9
Vinnytsia,2016-07-17,6.26,27.2,33.1,21.7,18.2,30.6
Vinnytsia,2016-07-18,1.69,19.5,24.0,16.6,25.0,54.7
Vinnytsia,2016-07-19,4.44,18.3,21.1,16.1,28.5,58.0
Vinnytsia,2016-07-20,4.3,17.7,21.1,14.3,21.8,45.0
Vinnytsia,2016-07-21,3.58,17.3,21.7,13.6,21.0,43.9
Vinnytsia,2016-07-22,2.21,17.7,19.8,16.3,20.2,39.2
Vinnytsia,2016-07-23,3.57,18.8,23.2,14.5,15.7,34.2
Vinnytsia,2016-07-24,4.77,21.3,26.3,16.6,13.4,31.3
Vinnytsia,2016-07-25,4.69,22.5,27.5,16.6,10.1,25.9
Vinnytsia,2016-07-26,4.55,23.4,27.7,17.3,9.7,21.6
Vinnytsia,2016-07-27,4.79,23.9,29.0,17.7,7.9,19.8
Vinnytsia,2016-07-28,5.05,25.1,30.2,18.8,8.2,21.2
Vinnytsia,2016-07-29,5.37,25.6,30.9,20.2,12.2,28.1
Vinnytsia,2016-07-30,4.24,23.4,27.4,20.0,9.1,24.1
Vinnytsia,2016-07-31,4.28,23.9,28.6,17.5,6.6,16.6
Vinnytsia,2016-08-01,5.26,25.8,30.9,20.6,16.2,37.8
Vinnytsia,2016-08-02,3.16,21.9,24.9,20.0,15.3,29.5
Vinnytsia,2016-08-03,2.8,20.2,23.6,17.8,12.2,27.7
Vinnytsia,2016-08-04,3.89,22.1,26.5,16.1,6.4,14.8
Vinnytsia,2016-08-05,5.37,23.3,28.3,17.7,11.3,25.6
Vinnytsia,2016-08-06,5.22,23.4,28.9,16.4,10.0,18.4
Vinnytsia,2016-08-07,4.18,21.0,22.9,18.2,19.9,46.8
Vinnytsia,2016-08-08,4.86,19.4,23.5,15.0,14.3,26.6
Vinnytsia,2016-08-09,4.58,21.0,25.9,16.0,6.5,14.8
Vinnytsia,2016-08-10,4.48,22.0,27.6,14.9,6.6,13.3
Vinnytsia,2016-08-11,3.95,19.9,23.1,14.4,17.3,40.7
Vinnytsia,2016-08-12,1.43,13.5,15.5,11.5,17.0,34.6
Vinnytsia,2016-08-13,3.37,15.6,18.7,12.1,15.2,34.6
Vinnytsia,2016-08-14,3.61,17.9,23.5,13.4,16.6,38.2
Vinnytsia,2016-08-15,3.72,19.4,23.4,15.6,16.1,33.8
Vinnytsia,2016-08-16,3.07,17.8,21.5,13.3,9.2,21.6
Vinnytsia,2016-08-17,3.47,18.8,23.5,13.0,11.6,25.2
Vinnytsia,2016-08-18,2.11,16.8,20.6,14.5,10.5,23.8
Vinnytsia,2016-08-19,4.05,18.7,24.4,13.3,8.1,19.4
Vinnytsia,2016-08-20,4.02,20.9,26.8,14.0,10.4,18.4
Vinnytsia,2016-08-21,4.98,22.2,27.7,16.3,12.8,29.5
Vinnytsia,2016-08-22,4.85,23.5,29.3,17.5,12.8,29.2
Vinnytsia,2016-08-23,4.28,23.9,28.9,19.6,20.3,42.1
Vinnytsia,2016-08-24,3.88,20.6,23.5,18.3,20.6,43.6
Vinnytsia,2016-08-25,4.22,18.6,22.4,15.0,19.9,44.6
Vinnytsia,2016-08-26,4.17,18.9,23.6,14.3,14.8,33.8
Vinnytsia,2016-08-27,4.18,20.4,26.8,13.7,8.4,23.0
Vinnytsia,2016-08-28,4.3,22.9,29.3,15.3,7.3,17.3
Vinnytsia,2016-08-29,4.53,23.6,29.8,16.7,9.3,19.4
Vinnytsia,2016-08-30,3.86,22.2,26.4,17.8,17.3,39.2
Vinnytsia,2016-08-31,3.23,17.3,20.1,14.5,17.8,38.2
Vinnytsia,2016-09-01,3.53,17.6,23.1,11.1,7.2,12.2
Vinnytsia,2016-09-02,3.3,19.2,24.9,12.5,12.4,24.8
Vinnytsia,2016-09-03,3.52,19.7,23.9,15.9,12.4,27.4
Vinnytsia,2016-09-04,3.71,20.2,25.7,13.9,12.4,28.4
Vinnytsia,2016-09-05,3.86,21.9,27.1,16.2,12.8,30.2
Vinnytsia,2016-09-06,3.48,22.0,27.3,16.8,11.5,20.9
Vinnytsia,2016-09-07,3.52,21.1,25.6,16.7,9.5,24.5
Vinnytsia,2016-09-08,3.74,20.9,26.9,14.2,12.6,27.4
Vinnytsia,2016-09-09,3.82,20.7,25.7,15.6,9.5,22.7
Vinnytsia,2016-09-10,3.28,20.6,26.1,14.4,7.6,14.4
Vinnytsia,2016-09-11,3.51,21.6,27.7,14.8,7.3,13.7
Vinnytsia,2016-09-12,3.61,22.1,28.1,16.1,8.5,14.8
Vinnytsia,2016-09-13,4.13,21.9,27.9,15.5,16.2,31.7
Vinnytsia,2016-09-14,3.8,18.3,22.1,13.8,15.3,33.1
Vinnytsia,2016-09-15,3.17,15.9,20.8,10.1,8.9,21.6
Vinnytsia,2016-09-16,3.68,18.5,24.8,12.9,12.4,26.6
Vinnytsia,2016-09-17,3.33,17.0,22.2,11.1,14.0,26.6
Vinnytsia,2016-09-18,2.51,15.0,18.2,12.6,13.8,32.4
Vinnytsia,2016-09-19,1.91,13.7,15.4,12.5,12.6,26.6
Vinnytsia,2016-09-20,2.51,11.2,13.0,9.5,18.9,41.4
Vinnytsia,2016-09-21,2.22,9.9,13.1,8.1,18.8,35.6
Vinnytsia,2016-09-22,1.16,9.0,11.0,6.9,17.0,35.3
Vinnytsia,2016-09-23,1.96,10.6,14.6,7.4,17.6,37.8
Vinnytsia,2016-09-24,1.48,12.3,16.6,8.8,14.5,33.1
Vinnytsia,2016-09-25,1.45,12.0,14.9,9.5,12.7,27.0
Vinnytsia,2016-09-26,1.89,11.3,13.8,8.8,16.7,36.7
Vinnytsia,2016-09-27,1.9,10.6,13.2,7.9,16.4,37.1
Vinnytsia,2016-09-28,1.77,11.9,16.0,9.2,12.0,25.6
Vinnytsia,2016-09-29,2.09,14.6,18.5,10.9,23.8,54.7
Vinnytsia,2016-09-30,3.01,17.6,23.8,13.0,17.6,37.1
Vinnytsia,2016-10-01,2.39,17.4,23.3,11.1,8.7,15.5
Vinnytsia,2016-10-02,2.01,16.8,21.1,13.0,13.1,26.3
Vinnytsia,2016-10-03,1.94,15.8,20.8,9.6,11.0,25.6
Vinnytsia,2016-10-04,1.08,14.7,17.9,11.9,13.7,27.4
Vinnytsia,2016-10-05,1.33,9.6,11.3,7.0,13.3,27.7
Vinnytsia,2016-10-06,1.59,7.6,11.9,3.3,10.7,25.6
Vinnytsia,2016-10-07,1.51,8.1,11.7,5.1,12.6,36.7
Vinnytsia,2016-10-08,1.11,6.5,9.6,3.8,17.1,34.6
Vinnytsia,2016-10-09,1.71,7.5,10.1,5.2,26.5,54.4
Vinnytsia,2016-10-10,1.09,8.0,9.9,6.5,26.1,52.6
Vinnytsia,2016-10-11,0.72,8.3,10.1,7.1,12.0,22.3
Vinnytsia,2016-10-12,0.99,7.8,10.0,4.7,29.8,61.9
Vinnytsia,2016-10-13,0.27,2.0,4.2,1.4,26.0,63.7
Vinnytsia,2016-10-14,1.14,1.8,6.1,-1.5,11.8,28.1
Vinnytsia,2016-10-15,0.76,1.4,4.2,-1.8,13.1,28.8
Vinnytsia,2016-10-16,1.15,4.1,6.8,2.3,18.7,41.0
Vinnytsia,2016-10-17,1.2,4.0,6.8,1.8,13.8,31.0
Vinnytsia,2016-10-18,1.24,3.0,6.1,0.8,16.6,37.1
Vinnytsia,2016-10-19,1.23,2.7,6.2,0.2,16.7,37.4
Vinnytsia,2016-10-20,1.1,3.6,7.0,0.7,16.3,36.0
Vinnytsia,2016-10-21,0.98,4.4,6.2,2.9,21.4,42.5
Vinnytsia,2016-10-22,0.45,5.7,6.9,4.2,19.8,40.0
Vinnytsia,2016-10-23,0.6,6.1,7.4,5.2,16.6,32.8
Vinnytsia,2016-10-24,1.17,5.6,7.5,4.3,19.6,38.9
Vinnytsia,2016-10-25,1.44,5.8,7.4,5.0,24.5,51.5
Vinnytsia,2016-10-26,0.4,2.7,4.7,1.2,22.1,44.6
Vinnytsia,2016-10-27,0.51,3.2,5.0,1.3,12.9,29.9
Vinnytsia,2016-10-28,0.76,3.2,5.2,1.5,16.7,31.7
Vinnytsia,2016-10-29,1.19,6.3,9.3,3.2,25.1,61.9
Vinnytsia,2016-10-30,0.8,4.4,6.8,3.3,28.2,55.8
Vinnytsia,2016-10-31,0.57,2.7,5.0,0.5,22.2,48.6
Vinnytsia,2016-11-01,0.53,0.8,2.3,-0.3,11.5,26.6
Vinnytsia,2016-11-02,0.27,2.6,5.0,0.9,18.8,36.0
Vinnytsia,2016-11-03,0.94,4.1,7.0,1.9,26.4,57.6
Vinnytsia,2016-11-04,0.87,2.2,3.9,0.2,19.7,40.3
Vinnytsia,2016-11-05,0.8,1.7,6.0,-2.4,15.7,35.6
Vinnytsia,2016-11-06,0.45,6.3,9.6,3.6,20.5,39.2
Vinnytsia,2016-11-07,0.75,9.4,14.2,5.3,18.8,35.6
Vinnytsia,2016-11-08,0.49,4.7,6.7,2.9,12.3,28.4
Vinnytsia,2016-11-09,0.23,4.3,5.1,3.7,14.7,31.7
Vinnytsia,2016-11-10,0.53,2.6,5.1,1.1,18.8,39.6
Vinnytsia,2016-11-11,0.58,2.3,5.8,0.4,11.1,22.0
Vinnytsia,2016-11-12,0.45,2.7,5.1,-0.6,17.3,34.6
Vinnytsia,2016-11-13,0.14,1.4,3.8,-1.6,25.9,52.9
Vinnytsia,2016-11-14,0.4,-2.2,-0.9,-3.1,27.0,52.2
Vinnytsia,2016-11-15,0.36,-1.6,1.2,-4.5,14.2,28.4
Vinnytsia,2016-11-16,0.43,-4.3,0.1,-9.4,9.2,16.2
Vinnytsia,2016-11-17,0.39,-1.9,1.1,-5.0,15.2,32.8
Vinnytsia,2016-11-18,0.53,1.7,4.8,-1.0,17.7,33.1
Vinnytsia,2016-11-19,0.42,5.3,8.1,3.2,23.9,48.2
Vinnytsia,2016-11-20,0.52,4.0,5.4,1.7,24.1,48.6
Vinnytsia,2016-11-21,0.47,0.1,1.3,-0.9,18.2,36.7
Vinnytsia,2016-11-22,0.42,0.2,1.3,-0.6,16.6,35.6
Vinnytsia,2016-11-23,0.45,0.1,2.6,-1.4,14.5,30.6
Vinnytsia,2016-11-24,0.35,0.0,1.8,-1.1,12.3,27.4
Vinnytsia,2016-11-25,0.15,1.1,2.4,-0.5,13.4,24.8
Vinnytsia,2016-11-26,0.37,-0.1,1.5,-1.0,16.9,32.0
Vinnytsia,2016-11-27,0.3,4.2,6.7,0.2,18.8,32.8
Vinnytsia,2016-11-28,0.63,0.3,2.2,-1.3,21.3,45.4
Vinnytsia,2016-11-29,0.73,-2.2,0.1,-5.2,26.4,58.0
Vinnytsia,2016-11-30,0.57,-4.1,-1.3,-6.0,16.4,32.4
Vinnytsia,2016-12-01,0.37,-0.8,1.2,-2.0,17.5,35.6
Vinnytsia,2016-12-02,0.25,-1.3,-0.3,-2.6,28.0,57.6
Vinnytsia,2016-12-03,0.32,-2.8,0.5,-5.1,22.9,51.8
Vinnytsia,2016-12-04,0.35,-4.0,-2.4,-6.5,20.6,42.1
Vinnytsia,2016-12-05,0.34,-6.2,-1.9,-11.5,18.4,34.2
Vinnytsia,2016-12-06,0.49,-2.3,-0.7,-3.9,22.2,49.7
